UniprotID,GeneName,Perturbation,CellLine,KSEA_z_score
P06493,CDK1,LY2835219,MCF7,-3.533553664997286
P06493,CDK1,Ribociclib,MCF7,-2.6059312408942716
P06493,CDK1,AC220,MCF7,-0.1293419866942422
P06493,CDK1,Edelfosine,MCF7,1.3427672191457065
P06493,CDK1,GF109203X,MCF7,2.0554518752472597
P06493,CDK1,Go6976,MCF7,1.1563868182604093
P06493,CDK1,PF4708671,MCF7,0.8890751324911171
P06493,CDK1,SP600125,MCF7,1.2530246278339023
P06493,CDK1,TAK715,MCF7,0.5242691491963192
P06493,CDK1,TBCA,MCF7,0.9477932531026448
P06493,CDK1,AT13148,MCF7,1.7650132316223905
P06493,CDK1,AZ20,MCF7,1.1472030953860366
P06493,CDK1,AZD6738,MCF7,-0.3947707288647354
P06493,CDK1,Bosutinib,MCF7,1.7400681321547633
P06493,CDK1,Dabrafenib,MCF7,-0.8769835011762409
P06493,CDK1,Dasatinib,MCF7,1.356237901011873
P06493,CDK1,DNAPK,MCF7,-0.03809024639133562
P06493,CDK1,H89,MCF7,-0.07735098518536562
P06493,CDK1,KD025,MCF7,-1.004605475069319
P06493,CDK1,NU7441,MCF7,-1.1950354297645265
P06493,CDK1,Ripasudil,MCF7,-0.6572091719697246
P06493,CDK1,Vemurafenib,MCF7,-0.44392232648512925
P06493,CDK1,CX4945,MCF7,-0.05326887192656825
P06493,CDK1,GO6983,MCF7,1.0484860610134314
P06493,CDK1,KN93,MCF7,-0.1248349590508575
P06493,CDK1,MK2206,MCF7,-1.5853225363126435
O15530,PDPK1,AZD6482,MCF7,0.46210975687244943
O15530,PDPK1,CAL101,MCF7,0.8146571693426083
O15530,PDPK1,GDC0941,MCF7,-0.47956331967216287
O15530,PDPK1,HS173,MCF7,0.5380124116340373
O15530,PDPK1,PIK294,MCF7,-1.091650146332944
O15530,PDPK1,TGX221,MCF7,0.8488255663859505
O15530,PDPK1,AZD5438,MCF7,3.2011869944673257
O15530,PDPK1,FRAX486,MCF7,1.9391694446985173
O15530,PDPK1,Ku0063794,MCF7,1.4198390934451017
O15530,PDPK1,PD153035,MCF7,1.343015931382536
O15530,PDPK1,PF3758309,MCF7,0.17778317189385734
O15530,PDPK1,Torin,MCF7,1.7813743944906926
O15530,PDPK1,Trametinib,MCF7,2.314379292586364
O15530,PDPK1,AZD1480,MCF7,0.5568100003480123
O15530,PDPK1,AZD5363,MCF7,1.7938210615105803
O15530,PDPK1,BX912,MCF7,0.21218194097331158
O15530,PDPK1,CHIR99021,MCF7,-0.14624676404773979
O15530,PDPK1,GSK2334470,MCF7,0.26574470122719623
O15530,PDPK1,Ipatasertib,MCF7,1.9524390799946971
O15530,PDPK1,LY2090314,MCF7,0.22657715344345072
O15530,PDPK1,Tofacitinib,MCF7,1.1474115874882647
O15530,PDPK1,AZD8055,MCF7,-0.8789917206751156
O15530,PDPK1,GDC0994,MCF7,-1.1332278548451378
O15530,PDPK1,JNK,MCF7,-0.3054864114108335
O15530,PDPK1,LY2584702,MCF7,-1.7628352842350579
O15530,PDPK1,PH797804,MCF7,-0.2941351763031737
O15530,PDPK1,Selumetinib,MCF7,1.5758432681147245
O15530,PDPK1,U73122,MCF7,-0.27868521022910686
O15530,PDPK1,Ulixertinib,MCF7,-1.3436408884150748
O15530,PDPK1,Amuvatinib,MCF7,1.6999074030866
O15530,PDPK1,AZD3759,MCF7,3.282751990971435
O15530,PDPK1,GSK690693,MCF7,3.4298399023930455
O15530,PDPK1,JNJ,MCF7,2.962937313939825
O15530,PDPK1,KN62,MCF7,0.8240650842561305
O15530,PDPK1,Linsitinib,MCF7,1.8337258630522189
O15530,PDPK1,LY2835219,MCF7,3.2440735866785086
O15530,PDPK1,Ribociclib,MCF7,2.198094034617608
O15530,PDPK1,AC220,MCF7,-0.35533681345198526
O15530,PDPK1,Edelfosine,MCF7,-1.0068918368810895
O15530,PDPK1,GF109203X,MCF7,0.05525654951267445
O15530,PDPK1,Go6976,MCF7,-0.5317914610822312
O15530,PDPK1,PF4708671,MCF7,-0.0750048771569546
O15530,PDPK1,SP600125,MCF7,0.0013197904484127283
O15530,PDPK1,TAK715,MCF7,-0.46204922648504987
O15530,PDPK1,TBCA,MCF7,0.15813917603301952
O15530,PDPK1,AT13148,MCF7,-1.3393715114558942
O15530,PDPK1,AZ20,MCF7,-2.1355776561694286
O15530,PDPK1,AZD6738,MCF7,-1.8580531509213005
O15530,PDPK1,Bosutinib,MCF7,-1.2594628036250262
O15530,PDPK1,Dabrafenib,MCF7,-0.23216848818448904
O15530,PDPK1,Dasatinib,MCF7,-1.8087105653079611
O15530,PDPK1,DNAPK,MCF7,-1.6928697659736847
O15530,PDPK1,H89,MCF7,-2.8169348355065775
O15530,PDPK1,KD025,MCF7,-2.1109458042664437
O15530,PDPK1,NU7441,MCF7,-2.1259695075280582
O15530,PDPK1,Ripasudil,MCF7,-0.5925609479010977
O15530,PDPK1,Vemurafenib,MCF7,-0.6328835746127462
O15530,PDPK1,CX4945,MCF7,-0.6993203418238377
O15530,PDPK1,GO6983,MCF7,-0.3874924150925102
O15530,PDPK1,KN93,MCF7,0.270654720548783
O15530,PDPK1,MK2206,MCF7,1.8740347085355358
P07949,RET,AZD6482,MCF7,-0.37924905197569664
P07949,RET,CAL101,MCF7,-1.7193598789404392
P07949,RET,GDC0941,MCF7,-0.35008252003844753
P07949,RET,HS173,MCF7,0.8701377412005772
P07949,RET,PIK294,MCF7,0.18695743629216138
P07949,RET,TGX221,MCF7,0.14457437260904837
P07949,RET,AZD5438,MCF7,1.2711852252137106
P07949,RET,FRAX486,MCF7,0.7137865836460366
P07949,RET,Ku0063794,MCF7,0.8952844424839548
P07949,RET,PD153035,MCF7,-1.384270787157638
P07949,RET,PF3758309,MCF7,-0.3939910303698828
P07949,RET,Torin,MCF7,-0.03594815736542544
P07949,RET,Trametinib,MCF7,-5.018073596993895
P07949,RET,AZD1480,MCF7,-2.4712977047916067
P07949,RET,AZD5363,MCF7,0.7639210317003273
P07949,RET,BX912,MCF7,0.2297156751489153
P07949,RET,CHIR99021,MCF7,0.8746043496189247
P07949,RET,GSK2334470,MCF7,1.507044524317996
P07949,RET,Ipatasertib,MCF7,1.8588083691689912
P07949,RET,LY2090314,MCF7,-1.1920224905248036
P07949,RET,Tofacitinib,MCF7,-0.46149269421340217
P07949,RET,AZD8055,MCF7,0.1450824684324798
P07949,RET,GDC0994,MCF7,1.0408275938254075
P07949,RET,JNK,MCF7,-0.645520373967683
P07949,RET,LY2584702,MCF7,-0.25017881905698924
